IsHoliday,Temp,Rain1h,Snow1h,CloudsAll,WeatherMain,WeatherDescription,Time,TrafficVolume
None,301.94,0,0,40,Clouds,scattered clouds,2018-05-07 17:00:00,6197
None,301.89,0,0,40,Clouds,scattered clouds,2018-05-07 18:00:00,4502
None,301.49,0,0,1,Clear,sky is clear,2018-05-07 19:00:00,3292
None,300.73,0,0,40,Clouds,scattered clouds,2018-05-07 20:00:00,2791
None,297.96,0,0,1,Clear,sky is clear,2018-05-07 21:00:00,2494
None,295.37,0,0,1,Clear,sky is clear,2018-05-07 22:00:00,0
None,295.37,0,0,1,Clear,sky is clear,2018-05-07 23:00:00,1010
None,294.49,0,0,1,Clear,sky is clear,2018-05-08 00:00:00,585
None,293.62,0,0,1,Clear,sky is clear,2018-05-08 01:00:00,356
None,292.35,0,0,1,Clear,sky is clear,2018-05-08 02:00:00,264
None,292.48,0,0,1,Rain,moderate rain,2018-05-08 03:00:00,331
None,292.72,0,0,1,Clear,sky is clear,2018-05-08 04:00:00,868
None,292.51,0,0,40,Rain,moderate rain,2018-05-08 05:00:00,2849
None,291.49,0,0,40,Rain,moderate rain,2018-05-08 06:00:00,5958
None,290.84,0,0,1,Clear,sky is clear,2018-05-08 07:00:00,6651
None,291.28,0,0,40,Clouds,scattered clouds,2018-05-08 08:00:00,6203
None,293.01,0,0,1,Clear,sky is clear,2018-05-08 09:00:00,5428
None,293.86,0,0,90,Clouds,overcast clouds,2018-05-08 10:00:00,4500
None,294,0,0,90,Rain,light rain,2018-05-08 11:00:00,0
None,293.44,0,0,40,Rain,light rain,2018-05-08 12:00:00,4601
None,293.44,0,0,40,Drizzle,light intensity drizzle,2018-05-08 12:00:00,4601
None,291.88,0,0,90,Rain,light rain,2018-05-08 13:00:00,4583
None,291.88,0,0,90,Drizzle,drizzle,2018-05-08 13:00:00,4583
None,291.54,0,0,75,Rain,moderate rain,2018-05-08 14:00:00,5196
None,291.54,0,0,75,Drizzle,light intensity drizzle,2018-05-08 14:00:00,5196
None,291.81,0,0,90,Rain,light rain,2018-05-08 15:00:00,5855
None,292.21,0,0,90,Rain,light rain,2018-05-08 16:00:00,6578
None,292.43,0,0,90,Rain,heavy intensity rain,2018-05-08 17:00:00,6279
None,291.44,0,0,40,Rain,heavy intensity rain,2018-05-08 18:00:00,4545
None,291.44,0,0,40,Drizzle,light intensity drizzle,2018-05-08 18:00:00,4545
None,290.46,0,0,40,Rain,moderate rain,2018-05-08 19:00:00,3274
None,290.46,0,0,40,Thunderstorm,proximity thunderstorm with rain,2018-05-08 19:00:00,3274
None,289.92,0,0,40,Rain,light rain,2018-05-08 20:00:00,3044
None,289.49,0,0,1,Rain,light rain,2018-05-08 21:00:00,2334
None,289.49,0,0,1,Thunderstorm,proximity thunderstorm with rain,2018-05-08 21:00:00,2334
None,289.51,0,0,40,Rain,light rain,2018-05-08 22:00:00,1513
None,289.51,0,0,40,Thunderstorm,proximity thunderstorm with rain,2018-05-08 22:00:00,1513
None,289.3,0,0,1,Rain,moderate rain,2018-05-08 23:00:00,1027
None,289.3,0,0,1,Drizzle,light intensity drizzle,2018-05-08 23:00:00,1027
None,289.36,0,0,90,Rain,moderate rain,2018-05-09 00:00:00,516
None,289.36,0,0,90,Drizzle,drizzle,2018-05-09 00:00:00,516
None,289.36,0,0,90,Thunderstorm,proximity thunderstorm with rain,2018-05-09 00:00:00,516
None,288.398,0,0,80,Rain,light rain,2018-05-09 01:00:00,319
None,288.093,0,0,92,Rain,light rain,2018-05-09 02:00:00,261
None,286.85,0,0,90,Rain,light rain,2018-05-09 03:00:00,340
None,286.85,0,0,90,Drizzle,light intensity drizzle,2018-05-09 03:00:00,340
None,286.94,0,0,1,Rain,light rain,2018-05-09 04:00:00,885
None,285.82,0,0,40,Rain,moderate rain,2018-05-09 05:00:00,2881
None,285.28,0,0,40,Drizzle,light intensity drizzle,2018-05-09 06:00:00,6008
None,285.08,0,0,90,Mist,mist,2018-05-09 07:00:00,6523
None,285.08,0,0,90,Drizzle,light intensity drizzle,2018-05-09 07:00:00,6523
None,285.48,0,0,40,Mist,mist,2018-05-09 08:00:00,6254
None,285.95,0,0,90,Mist,mist,2018-05-09 09:00:00,5210
None,285.95,0,0,90,Rain,light rain,2018-05-09 09:00:00,5210
None,285.95,0,0,90,Drizzle,drizzle,2018-05-09 09:00:00,0
None,286.49,0,0,90,Clouds,overcast clouds,2018-05-09 10:00:00,4720
None,287.65,0,0,90,Rain,light rain,2018-05-09 11:00:00,4693
None,287.65,0,0,90,Drizzle,light intensity drizzle,2018-05-09 11:00:00,4693
None,288.35,0,0,90,Rain,moderate rain,2018-05-09 12:00:00,4840
None,288.69,0,0,40,Rain,light rain,2018-05-09 13:00:00,4933
None,288.69,0,0,40,Drizzle,light intensity drizzle,2018-05-09 13:00:00,4933
None,288.94,0,0,1,Rain,moderate rain,2018-05-09 14:00:00,5109
None,288.94,0,0,1,Drizzle,light intensity drizzle,2018-05-09 14:00:00,5109
None,288.75,0,0,90,Rain,light rain,2018-05-09 15:00:00,6159
None,288.82,0,0,90,Rain,heavy intensity rain,2018-05-09 16:00:00,6844
None,288.82,0,0,90,Drizzle,light intensity drizzle,2018-05-09 16:00:00,6844
None,289.08,0,0,90,Clouds,overcast clouds,2018-05-09 17:00:00,6436
None,289.69,0,0,75,Mist,mist,2018-05-09 18:00:00,4768
None,290.15,0,0,75,Clouds,broken clouds,2018-05-09 19:00:00,3511
None,290.55,0,0,75,Clouds,broken clouds,2018-05-09 20:00:00,3287
None,289.29,0,0,40,Clouds,scattered clouds,2018-05-09 21:00:00,2734
None,287.62,0,0,1,Clear,sky is clear,2018-05-09 22:00:00,0
None,286.35,0,0,1,Clear,sky is clear,2018-05-09 23:00:00,1466
None,285.64,0,0,20,Clouds,few clouds,2018-05-10 00:00:00,633
None,285.813,0,0,0,Clear,Sky is Clear,2018-05-10 01:00:00,364
None,284.05,0,0,75,Clouds,broken clouds,2018-05-10 02:00:00,270
None,284.65,0,0,75,Clouds,broken clouds,2018-05-10 03:00:00,374
None,284.22,0,0,75,Clouds,broken clouds,2018-05-10 04:00:00,928
None,282.95,0,0,75,Clouds,broken clouds,2018-05-10 05:00:00,2881
None,281.29,0,0,20,Clouds,few clouds,2018-05-10 06:00:00,5840
None,280.02,0,0,1,Clear,sky is clear,2018-05-10 07:00:00,6197
None,279.88,0,0,1,Clear,sky is clear,2018-05-10 08:00:00,5690
None,280.65,0,0,1,Clear,sky is clear,2018-05-10 09:00:00,0
None,282.02,0,0,1,Clear,sky is clear,2018-05-10 10:00:00,4691
None,283.58,0,0,1,Clear,sky is clear,2018-05-10 11:00:00,5120
None,284.48,0,0,1,Clear,sky is clear,2018-05-10 12:00:00,5268
None,285.86,0,0,1,Clear,sky is clear,2018-05-10 13:00:00,5140
None,286.68,0,0,75,Clouds,broken clouds,2018-05-10 14:00:00,5599
None,287.29,0,0,75,Clouds,broken clouds,2018-05-10 15:00:00,6364
None,287.93,0,0,75,Clouds,broken clouds,2018-05-10 16:00:00,7074
None,287.37,0,0,1,Clear,sky is clear,2018-05-10 17:00:00,6722
None,287.65,0,0,75,Clouds,broken clouds,2018-05-10 18:00:00,5110
None,287.15,0,0,1,Clear,sky is clear,2018-05-10 19:00:00,3824
None,286.72,0,0,90,Clouds,overcast clouds,2018-05-10 20:00:00,3310
None,285.94,0,0,90,Clouds,overcast clouds,2018-05-10 21:00:00,2906
None,285.15,0,0,90,Rain,light rain,2018-05-10 22:00:00,2014
None,284.62,0,0,1,Clear,sky is clear,2018-05-10 23:00:00,1287
None,284.15,0,0,1,Rain,light rain,2018-05-11 00:00:00,660
None,283.15,0,0,1,Clear,sky is clear,2018-05-11 01:00:00,379
None,283.09,0,0,1,Clear,sky is clear,2018-05-11 02:00:00,302
None,282.69,0,0,1,Clear,sky is clear,2018-05-11 03:00:00,342
None,282.37,0,0,1,Clear,sky is clear,2018-05-11 04:00:00,814
None,281.55,0,0,1,Clear,sky is clear,2018-05-11 05:00:00,2640
None,281.22,0,0,1,Rain,light rain,2018-05-11 06:00:00,5561
None,281.01,0,0,1,Drizzle,light intensity drizzle,2018-05-11 07:00:00,6472
None,281.01,0,0,1,Rain,moderate rain,2018-05-11 07:00:00,6472
None,281.02,0,0,1,Drizzle,light intensity drizzle,2018-05-11 08:00:00,5594
None,281.53,0,0,90,Clouds,overcast clouds,2018-05-11 09:00:00,5189
None,282.08,0,0,90,Rain,light rain,2018-05-11 10:00:00,4978
None,282.35,0,0,90,Clouds,overcast clouds,2018-05-11 11:00:00,5292
None,283.22,0,0,90,Clouds,overcast clouds,2018-05-11 12:00:00,5530
None,283.35,0,0,90,Clouds,overcast clouds,2018-05-11 13:00:00,5323
None,283.48,0,0,90,Mist,mist,2018-05-11 14:00:00,5648
None,283.29,0,0,90,Mist,mist,2018-05-11 15:00:00,6354
None,283.09,0,0,90,Mist,mist,2018-05-11 16:00:00,6858
None,283.44,0,0,90,Clouds,overcast clouds,2018-05-11 17:00:00,0
None,283.94,0,0,90,Drizzle,light intensity drizzle,2018-05-11 18:00:00,5138
None,283.94,0,0,90,Mist,mist,2018-05-11 18:00:00,5138
None,284.08,0,0,90,Drizzle,light intensity drizzle,2018-05-11 19:00:00,3863
None,284.08,0,0,90,Rain,moderate rain,2018-05-11 19:00:00,3863
None,283.94,0,0,90,Rain,light rain,2018-05-11 20:00:00,3108
None,283.94,0,0,90,Drizzle,light intensity drizzle,2018-05-11 20:00:00,3108
None,284,0,0,90,Rain,light rain,2018-05-11 21:00:00,3134
None,283.86,0,0,90,Clouds,overcast clouds,2018-05-11 22:00:00,2436
None,283.35,0,0,90,Clouds,overcast clouds,2018-05-11 23:00:00,1740
None,283.15,0,0,90,Clouds,overcast clouds,2018-05-12 00:00:00,1107
None,283.08,0,0,90,Clouds,overcast clouds,2018-05-12 01:00:00,642
None,282.15,0,0,1,Clear,sky is clear,2018-05-12 02:00:00,427
None,281.3,0,0,1,Clear,sky is clear,2018-05-12 03:00:00,482
None,280.16,0,0,1,Clear,sky is clear,2018-05-12 04:00:00,440
None,280.08,0,0,1,Clear,sky is clear,2018-05-12 05:00:00,809
None,279.94,0,0,1,Clear,sky is clear,2018-05-12 06:00:00,1428
None,279.58,0,0,90,Clouds,overcast clouds,2018-05-12 07:00:00,2113
None,280.99,0,0,75,Clouds,broken clouds,2018-05-12 08:00:00,3110
None,282.4,0,0,75,Clouds,broken clouds,2018-05-12 09:00:00,0
None,284.79,0,0,75,Clouds,broken clouds,2018-05-12 10:00:00,4455
None,286.23,0,0,1,Clear,sky is clear,2018-05-12 11:00:00,4818
None,287.72,0,0,90,Clouds,overcast clouds,2018-05-12 12:00:00,5167
None,288.5,0,0,90,Clouds,overcast clouds,2018-05-12 13:00:00,4769
None,289.07,0,0,90,Clouds,overcast clouds,2018-05-12 14:00:00,4631
None,289.23,0,0,1,Rain,moderate rain,2018-05-12 15:00:00,4283
None,288.93,0,0,90,Rain,light rain,2018-05-12 16:00:00,4148
None,288.93,0,0,90,Drizzle,light intensity drizzle,2018-05-12 16:00:00,4148
None,289.07,0,0,1,Rain,light rain,2018-05-12 17:00:00,3972
None,289.07,0,0,1,Drizzle,light intensity drizzle,2018-05-12 17:00:00,3972
None,288.65,0,0,40,Rain,light rain,2018-05-12 18:00:00,3736
None,287.87,0,0,40,Rain,light rain,2018-05-12 19:00:00,3060
None,286.46,0,0,40,Rain,light rain,2018-05-12 20:00:00,2718
None,285.77,0,0,40,Clouds,scattered clouds,2018-05-12 21:00:00,2727
None,285.23,0,0,75,Clouds,broken clouds,2018-05-12 22:00:00,2527
None,283.8,0,0,40,Clouds,scattered clouds,2018-05-12 23:00:00,2033
None,282.23,0,0,1,Clear,sky is clear,2018-05-13 00:00:00,1191
None,280.4,0,0,1,Clear,sky is clear,2018-05-13 01:00:00,756
None,279.69,0,0,1,Clear,sky is clear,2018-05-13 02:00:00,622
None,279.15,0,0,1,Clear,sky is clear,2018-05-13 03:00:00,353
None,278.77,0,0,1,Clear,sky is clear,2018-05-13 04:00:00,342
None,277.85,0,0,1,Clear,sky is clear,2018-05-13 05:00:00,460
None,277.69,0,0,1,Clear,sky is clear,2018-05-13 06:00:00,868
None,278.51,0,0,1,Mist,mist,2018-05-13 07:00:00,1304
None,281.61,0,0,1,Clear,sky is clear,2018-05-13 08:00:00,1965
None,284.29,0,0,75,Clouds,broken clouds,2018-05-13 09:00:00,3117
None,285.79,0,0,75,Clouds,broken clouds,2018-05-13 10:00:00,3725
None,287.69,0,0,75,Clouds,broken clouds,2018-05-13 11:00:00,3983
None,289.38,0,0,75,Clouds,broken clouds,2018-05-13 12:00:00,4088
None,290.53,0,0,75,Clouds,broken clouds,2018-05-13 13:00:00,4184
None,291.79,0,0,40,Clouds,scattered clouds,2018-05-13 14:00:00,4091
None,293.3,0,0,75,Clouds,broken clouds,2018-05-13 15:00:00,4072
None,294.08,0,0,1,Clear,sky is clear,2018-05-13 16:00:00,4169
None,294.51,0,0,40,Clouds,scattered clouds,2018-05-13 17:00:00,0
None,294.93,0,0,40,Clouds,scattered clouds,2018-05-13 18:00:00,3555
None,295.32,0,0,40,Clouds,scattered clouds,2018-05-13 19:00:00,3256
None,294.31,0,0,1,Clear,sky is clear,2018-05-13 20:00:00,3049
None,292.3,0,0,1,Clear,sky is clear,2018-05-13 21:00:00,2586
None,290.69,0,0,5,Clear,sky is clear,2018-05-13 22:00:00,1759
None,289.92,0,0,1,Clear,sky is clear,2018-05-13 23:00:00,1077
None,289.15,0,0,1,Clear,sky is clear,2018-05-14 00:00:00,598
None,288.58,0,0,1,Clear,sky is clear,2018-05-14 01:00:00,366
None,287.8,0,0,1,Clear,sky is clear,2018-05-14 02:00:00,243
None,287.37,0,0,1,Mist,mist,2018-05-14 03:00:00,0
None,287.08,0,0,1,Fog,fog,2018-05-14 04:00:00,875
None,285.82,0,0,1,Mist,mist,2018-05-14 05:00:00,2816
None,285.15,0,0,1,Mist,mist,2018-05-14 06:00:00,5792
None,285.15,0,0,1,Haze,haze,2018-05-14 06:00:00,5792
None,285.38,0,0,1,Mist,mist,2018-05-14 07:00:00,6559
None,287.15,0,0,40,Mist,mist,2018-05-14 08:00:00,5870
None,288.79,0,0,90,Clouds,overcast clouds,2018-05-14 09:00:00,5052
None,290.65,0,0,75,Clouds,broken clouds,2018-05-14 10:00:00,4392
None,292.75,0,0,75,Clouds,broken clouds,2018-05-14 11:00:00,4573
None,294.95,0,0,1,Clear,sky is clear,2018-05-14 12:00:00,4794
None,296.07,0,0,75,Clouds,broken clouds,2018-05-14 13:00:00,4831
None,296.22,0,0,90,Clouds,overcast clouds,2018-05-14 14:00:00,5025
None,295.94,0,0,90,Rain,light rain,2018-05-14 15:00:00,5598
None,295.94,0,0,90,Drizzle,light intensity drizzle,2018-05-14 15:00:00,5598
None,294.82,0,0,75,Rain,moderate rain,2018-05-14 16:00:00,6463
None,293.09,0,0,90,Rain,moderate rain,2018-05-14 17:00:00,5971
None,290.94,0,0,90,Rain,moderate rain,2018-05-14 18:00:00,4545
None,290.36,0,0,90,Rain,moderate rain,2018-05-14 19:00:00,3113
None,290.36,0,0,90,Mist,mist,2018-05-14 19:00:00,3113
None,290.36,0,0,90,Drizzle,drizzle,2018-05-14 19:00:00,3113
None,290.02,0,0,90,Rain,light rain,2018-05-14 20:00:00,2681
None,290.02,0,0,90,Drizzle,light intensity drizzle,2018-05-14 20:00:00,2681
None,290.02,0,0,90,Mist,mist,2018-05-14 20:00:00,2681
None,289.62,0,0,75,Rain,moderate rain,2018-05-14 21:00:00,2293
None,289.62,0,0,75,Mist,mist,2018-05-14 21:00:00,2293
None,289.62,0,0,75,Drizzle,light intensity drizzle,2018-05-14 21:00:00,2293
None,289.35,0,0,90,Mist,mist,2018-05-14 22:00:00,2107
None,289.35,0,0,90,Rain,moderate rain,2018-05-14 22:00:00,2107
None,289.35,0,0,90,Drizzle,light intensity drizzle,2018-05-14 22:00:00,2107
None,289.28,0,0,40,Mist,mist,2018-05-14 23:00:00,1022
None,288.68,0,0,90,Mist,mist,2018-05-15 00:00:00,555
None,288.68,0,0,90,Fog,fog,2018-05-15 00:00:00,555
None,288.68,0,0,90,Haze,haze,2018-05-15 00:00:00,555
None,287.81,0,0,1,Mist,mist,2018-05-15 01:00:00,309
None,287.81,0,0,1,Fog,fog,2018-05-15 01:00:00,309
None,287,0,0,1,Mist,mist,2018-05-15 02:00:00,248
None,287,0,0,1,Fog,fog,2018-05-15 02:00:00,248
None,286.22,0,0,1,Mist,mist,2018-05-15 03:00:00,349
None,286.22,0,0,1,Haze,haze,2018-05-15 03:00:00,349
None,286.22,0,0,1,Fog,fog,2018-05-15 03:00:00,349
None,285.65,0,0,1,Mist,mist,2018-05-15 04:00:00,934
None,285.65,0,0,1,Haze,haze,2018-05-15 04:00:00,934
None,285.65,0,0,1,Fog,fog,2018-05-15 04:00:00,934
None,285.01,0,0,1,Fog,fog,2018-05-15 05:00:00,3020
None,285.01,0,0,1,Mist,mist,2018-05-15 05:00:00,0
None,284.38,0,0,1,Mist,mist,2018-05-15 06:00:00,0
None,284.29,0,0,1,Clear,sky is clear,2018-05-15 07:00:00,6264
None,285.86,0,0,5,Clear,sky is clear,2018-05-15 08:00:00,5433
None,287.74,0,0,5,Clear,sky is clear,2018-05-15 09:00:00,5399
None,289.72,0,0,1,Clear,sky is clear,2018-05-15 10:00:00,4528
None,291.08,0,0,5,Haze,haze,2018-05-15 11:00:00,4808
None,292.35,0,0,1,Haze,haze,2018-05-15 12:00:00,4967
None,293.81,0,0,5,Clear,sky is clear,2018-05-15 13:00:00,5017
None,294.88,0,0,5,Clear,sky is clear,2018-05-15 14:00:00,5380
None,295.75,0,0,5,Clear,sky is clear,2018-05-15 15:00:00,6033
None,296.36,0,0,5,Clear,sky is clear,2018-05-15 16:00:00,6888
None,297.22,0,0,5,Clear,sky is clear,2018-05-15 17:00:00,6548
None,297.58,0,0,1,Clear,sky is clear,2018-05-15 18:00:00,4953
None,297.35,0,0,1,Clear,sky is clear,2018-05-15 19:00:00,3602
None,296.51,0,0,1,Haze,haze,2018-05-15 20:00:00,3050
None,293.56,0,0,5,Clear,sky is clear,2018-05-15 21:00:00,2773
None,289.59,0,0,1,Clear,sky is clear,2018-05-15 22:00:00,3335
None,287.73,0,0,1,Clear,sky is clear,2018-05-15 23:00:00,2286
None,285.94,0,0,1,Clear,sky is clear,2018-05-16 00:00:00,720
None,285.01,0,0,1,Clear,sky is clear,2018-05-16 01:00:00,442
None,285.44,0,0,1,Clear,sky is clear,2018-05-16 02:00:00,352
None,284.37,0,0,1,Clear,sky is clear,2018-05-16 03:00:00,367
None,284.82,0,0,1,Clear,sky is clear,2018-05-16 04:00:00,895
None,285.01,0,0,1,Clear,sky is clear,2018-05-16 05:00:00,3014
None,285.02,0,0,1,Clear,sky is clear,2018-05-16 06:00:00,5844
None,285.61,0,0,1,Clear,sky is clear,2018-05-16 07:00:00,5988
None,289,0,0,5,Clear,sky is clear,2018-05-16 08:00:00,5293
None,292.57,0,0,1,Clear,sky is clear,2018-05-16 09:00:00,5122
None,296.07,0,0,1,Clear,sky is clear,2018-05-16 10:00:00,4941
None,298.29,0,0,5,Clear,sky is clear,2018-05-16 11:00:00,5110
None,299.29,0,0,5,Clear,sky is clear,2018-05-16 12:00:00,5042
None,300.61,0,0,40,Clouds,scattered clouds,2018-05-16 13:00:00,4952
None,301.44,0,0,1,Clear,sky is clear,2018-05-16 14:00:00,5286
None,301.94,0,0,40,Clouds,scattered clouds,2018-05-16 15:00:00,5871
None,302.42,0,0,40,Clouds,scattered clouds,2018-05-16 16:00:00,0
None,302.3,0,0,1,Clear,sky is clear,2018-05-16 17:00:00,6123
None,302.87,0,0,40,Clouds,scattered clouds,2018-05-16 18:00:00,4717
None,302.55,0,0,40,Clouds,scattered clouds,2018-05-16 19:00:00,3697
None,301.43,0,0,20,Clouds,few clouds,2018-05-16 20:00:00,3387
None,298.63,0,0,20,Clouds,few clouds,2018-05-16 21:00:00,3187
None,295.09,0,0,5,Clear,sky is clear,2018-05-16 22:00:00,2443
None,293.37,0,0,1,Clear,sky is clear,2018-05-16 23:00:00,2291
None,293.49,0,0,1,Clear,sky is clear,2018-05-17 00:00:00,684
None,292.16,0,0,1,Clear,sky is clear,2018-05-17 01:00:00,495
None,291.89,0,0,40,Clouds,scattered clouds,2018-05-17 02:00:00,294
None,289.58,0,0,1,Clear,sky is clear,2018-05-17 03:00:00,364
None,289.66,0,0,40,Clouds,scattered clouds,2018-05-17 04:00:00,929
None,288.42,0,0,1,Clear,sky is clear,2018-05-17 05:00:00,2935
None,287.35,0,0,1,Clear,sky is clear,2018-05-17 06:00:00,5846
None,286.95,0,0,1,Clear,sky is clear,2018-05-17 07:00:00,6323
None,287.88,0,0,40,Clouds,scattered clouds,2018-05-17 08:00:00,5494
None,289.75,0,0,40,Clouds,scattered clouds,2018-05-17 09:00:00,5299
None,291.71,0,0,40,Clouds,scattered clouds,2018-05-17 10:00:00,4444
None,294.34,0,0,75,Clouds,broken clouds,2018-05-17 11:00:00,4913
None,296.14,0,0,1,Clear,sky is clear,2018-05-17 12:00:00,5120
None,298.35,0,0,1,Clear,sky is clear,2018-05-17 13:00:00,5096
None,299.65,0,0,1,Clear,sky is clear,2018-05-17 14:00:00,5480
None,301.15,0,0,1,Clear,sky is clear,2018-05-17 15:00:00,6289
None,301.82,0,0,75,Clouds,broken clouds,2018-05-17 16:00:00,6594
None,302.08,0,0,40,Clouds,scattered clouds,2018-05-17 17:00:00,6171
None,301.65,0,0,75,Clouds,broken clouds,2018-05-17 18:00:00,4989
None,301.55,0,0,40,Clouds,scattered clouds,2018-05-17 19:00:00,3647
None,300.3,0,0,40,Clouds,scattered clouds,2018-05-17 20:00:00,3400
None,298.59,0,0,1,Clear,sky is clear,2018-05-17 21:00:00,3238
None,296.73,0,0,90,Clouds,overcast clouds,2018-05-17 22:00:00,2677
None,295.3,0,0,1,Clear,sky is clear,2018-05-17 23:00:00,1852
None,294.23,0,0,1,Clear,sky is clear,2018-05-18 00:00:00,736
None,293.01,0,0,1,Clear,sky is clear,2018-05-18 01:00:00,453
None,291.94,0,0,1,Clear,sky is clear,2018-05-18 02:00:00,365
None,290.8,0,0,1,Clear,sky is clear,2018-05-18 03:00:00,351
None,289.56,0,0,1,Clear,sky is clear,2018-05-18 04:00:00,0
None,288.22,0,0,1,Clear,sky is clear,2018-05-18 05:00:00,2786
None,287.22,0,0,1,Clear,sky is clear,2018-05-18 06:00:00,5552
None,286.82,0,0,1,Clear,sky is clear,2018-05-18 07:00:00,6583
None,287.75,0,0,75,Clouds,broken clouds,2018-05-18 08:00:00,5321
None,289.21,0,0,1,Clear,sky is clear,2018-05-18 09:00:00,4984
None,291.15,0,0,1,Clear,sky is clear,2018-05-18 10:00:00,4736
None,293.88,0,0,75,Clouds,broken clouds,2018-05-18 11:00:00,5133
None,296.14,0,0,75,Clouds,broken clouds,2018-05-18 12:00:00,5337
None,298.14,0,0,75,Clouds,broken clouds,2018-05-18 13:00:00,0
None,299.77,0,0,1,Clear,sky is clear,2018-05-18 14:00:00,5810
None,300.61,0,0,75,Clouds,broken clouds,2018-05-18 15:00:00,6400
None,301.44,0,0,40,Clouds,scattered clouds,2018-05-18 16:00:00,6496
None,301.44,0,0,40,Clouds,scattered clouds,2018-05-18 17:00:00,6197
None,301.38,0,0,1,Clear,sky is clear,2018-05-18 18:00:00,5241
None,300.62,0,0,40,Clouds,scattered clouds,2018-05-18 19:00:00,3850
None,299.37,0,0,75,Clouds,broken clouds,2018-05-18 20:00:00,3441
None,297.87,0,0,40,Rain,light rain,2018-05-18 21:00:00,3196
None,296.35,0,0,1,Drizzle,light intensity drizzle,2018-05-18 22:00:00,2728
None,296.35,0,0,1,Thunderstorm,thunderstorm with light rain,2018-05-18 22:00:00,2728
None,295.37,0,0,1,Clear,sky is clear,2018-05-18 23:00:00,1797
None,294.62,0,0,90,Rain,moderate rain,2018-05-19 00:00:00,1420
None,293.51,0,0,75,Rain,moderate rain,2018-05-19 01:00:00,855
None,292.72,0,0,75,Clouds,broken clouds,2018-05-19 02:00:00,639
None,292.28,0,0,75,Rain,light rain,2018-05-19 03:00:00,494
None,291,0,0,1,Rain,moderate rain,2018-05-19 04:00:00,477
None,289.35,0,0,1,Clear,sky is clear,2018-05-19 05:00:00,806
None,288.94,0,0,75,Haze,haze,2018-05-19 06:00:00,1430
None,287.75,0,0,1,Mist,mist,2018-05-19 07:00:00,2062
None,287.42,0,0,90,Haze,haze,2018-05-19 08:00:00,3277
None,287.35,0,0,90,Haze,haze,2018-05-19 09:00:00,3569
None,287.35,0,0,90,Mist,mist,2018-05-19 09:00:00,3569
None,286.76,0,0,40,Haze,haze,2018-05-19 10:00:00,3857
None,286.76,0,0,40,Mist,mist,2018-05-19 10:00:00,3857
None,286.93,0,0,75,Clouds,broken clouds,2018-05-19 11:00:00,4112
None,287.81,0,0,75,Mist,mist,2018-05-19 12:00:00,4259
None,288.48,0,0,90,Clouds,overcast clouds,2018-05-19 13:00:00,4542
None,288.49,0,0,90,Clouds,overcast clouds,2018-05-19 14:00:00,4802
None,287.8,0,0,90,Clouds,overcast clouds,2018-05-19 15:00:00,4598
None,287.36,0,0,90,Clouds,overcast clouds,2018-05-19 16:00:00,4398
None,287.15,0,0,90,Clouds,overcast clouds,2018-05-19 17:00:00,4133
None,286.88,0,0,90,Clouds,overcast clouds,2018-05-19 18:00:00,3640
None,286.62,0,0,90,Clouds,overcast clouds,2018-05-19 19:00:00,2979
None,286.08,0,0,90,Clouds,overcast clouds,2018-05-19 20:00:00,2706
None,285.49,0,0,90,Clouds,overcast clouds,2018-05-19 21:00:00,2705
None,284.94,0,0,75,Clouds,broken clouds,2018-05-19 22:00:00,2714
None,284.44,0,0,1,Clear,sky is clear,2018-05-19 23:00:00,2047
None,283.76,0,0,1,Clear,sky is clear,2018-05-20 00:00:00,1216
None,283.01,0,0,1,Thunderstorm,proximity thunderstorm,2018-05-20 01:00:00,0
None,282.51,0,0,1,Clear,sky is clear,2018-05-20 02:00:00,525
None,281.42,0,0,1,Clear,sky is clear,2018-05-20 03:00:00,324
None,281.09,0,0,1,Clear,sky is clear,2018-05-20 04:00:00,273
None,280.58,0,0,1,Clear,sky is clear,2018-05-20 05:00:00,433
None,280.15,0,0,1,Clear,sky is clear,2018-05-20 06:00:00,850
None,279.58,0,0,1,Clear,sky is clear,2018-05-20 07:00:00,1242
None,280.41,0,0,1,Clear,sky is clear,2018-05-20 08:00:00,1829
None,282.22,0,0,1,Clear,sky is clear,2018-05-20 09:00:00,2638
None,284.58,0,0,1,Clear,sky is clear,2018-05-20 10:00:00,3501
None,286.28,0,0,1,Clear,sky is clear,2018-05-20 11:00:00,4300
None,288.68,0,0,40,Clouds,scattered clouds,2018-05-20 12:00:00,4661
None,290.21,0,0,40,Clouds,scattered clouds,2018-05-20 13:00:00,3956
None,291.93,0,0,40,Clouds,scattered clouds,2018-05-20 14:00:00,3932
None,293.21,0,0,40,Clouds,scattered clouds,2018-05-20 15:00:00,3920
None,294.48,0,0,20,Clouds,few clouds,2018-05-20 16:00:00,3938
None,294.86,0,0,40,Clouds,scattered clouds,2018-05-20 17:00:00,0
None,295.22,0,0,40,Clouds,scattered clouds,2018-05-20 18:00:00,3378
None,295.01,0,0,40,Clouds,scattered clouds,2018-05-20 19:00:00,2842
None,294.23,0,0,75,Clouds,broken clouds,2018-05-20 20:00:00,2692
None,292.01,0,0,75,Clouds,broken clouds,2018-05-20 21:00:00,2194
None,288.5,0,0,75,Clouds,broken clouds,2018-05-20 22:00:00,1696
None,287.03,0,0,1,Clear,sky is clear,2018-05-20 23:00:00,1107
